topic,paper_ID,text,main_heading,sub_heading,label,pos1,pos2,pos3,citation,head,ofs1,ofs2,ofs3
named-entity-recognition,0,"Second , similar to the existing least square loss based models in machine learning and statistics , ( 1 ) is sensitive to the presence of outliers",system description,Subset Selection via Self-Representation,0,78,56,17,0,system description : Subset Selection via Self-Representation,0.2878228782287823,0.3146067415730337,0.4594594594594595
named-entity-recognition,0,"where ? is a nonnegative parameter ; A is constrained to be row - sparse , and thus to select the most representative and informative samples .",system description,Subset Selection via Self-Representation,0,79,57,18,0,system description : Subset Selection via Self-Representation,0.2915129151291513,0.3202247191011236,0.4864864864864865
named-entity-recognition,0,"where ? is a nonnegative parameter ; A is constrained to be row - sparse , and thus to select the most representative and informative samples .",system description,Subset Selection via Self-Representation,0,80,58,19,0,system description : Subset Selection via Self-Representation,0.2952029520295203,0.3258426966292135,0.5135135135135135
named-entity-recognition,0,"As the representation loss is accumulated via the 1 - norm among samples , compared with ( 1 ) , the robustness against outlier samples is enhanced .",system description,Subset Selection via Self-Representation,0,81,59,20,0,system description : Subset Selection via Self-Representation,0.2988929889298893,0.33146067415730335,0.5405405405405406
named-entity-recognition,0,"Equivalently , ( 2 ) is rewritten in the matrix format :",system description,Subset Selection via Self-Representation,0,82,60,21,0,system description : Subset Selection via Self-Representation,0.3025830258302583,0.33707865168539325,0.5675675675675675
named-entity-recognition,0,"Since the objective is convex in A , the global minimum maybe found by differentiating ( 3 ) and setting the derivative to zero , resulting in a linear system 1",system description,Subset Selection via Self-Representation,0,83,61,22,0,system description : Subset Selection via Self-Representation,0.3062730627306273,0.34269662921348315,0.5945945945945946
named-entity-recognition,0,where V ? RN,system description,Subset Selection via Self-Representation,0,84,62,23,0,system description : Subset Selection via Self-Representation,0.30996309963099633,0.34831460674157305,0.6216216216216216
named-entity-recognition,0,where V ? RN,system description,Subset Selection via Self-Representation,0,85,63,24,0,system description : Subset Selection via Self-Representation,0.31365313653136534,0.3539325842696629,0.6486486486486487
named-entity-recognition,0,is a diagonal matrix with then th diagonal entry as V nn = 1 2 an 2 and U nn = 1 2 xn ? Xan 2 .,system description,Subset Selection via Self-Representation,0,86,64,25,0,system description : Subset Selection via Self-Representation,0.3173431734317343,0.3595505617977528,0.6756756756756757
named-entity-recognition,0,is a diagonal matrix with then th diagonal entry as V nn = 1 2 an 2 and U nn = 1 2 xn ? Xan 2 .,system description,Subset Selection via Self-Representation,0,87,65,26,0,system description : Subset Selection via Self-Representation,0.3210332103321033,0.3651685393258427,0.7027027027027027
named-entity-recognition,0,"It seems perfect to use ( 4 ) to solve the objective ( 3 ) , because ( 4 ) looks simple and the global optimum is theoretically guaranteed .",system description,Subset Selection via Self-Representation,0,88,66,27,0,system description : Subset Selection via Self-Representation,0.3247232472324723,0.3707865168539326,0.7297297297297297
named-entity-recognition,0,"Unfortunately , in terms of speed , ( 4 ) is usually infeasible due to the incredible computational demand in the case of large N ( the number of samples ) .",system description,Subset Selection via Self-Representation,0,89,67,28,0,system description : Subset Selection via Self-Representation,0.3284132841328413,0.37640449438202245,0.7567567567567568
named-entity-recognition,0,"At each iteration , the computational complexity of ( 4 ) is up to ON 4 , as analyzed in Remark 1 .",system description,Subset Selection via Self-Representation,0,90,68,29,0,system description : Subset Selection via Self-Representation,0.33210332103321033,0.38202247191011235,0.7837837837837838
named-entity-recognition,0,"According to our experiments , the time cost is up to 2088 hours ( i.e. 87 days ) for a subset selection problem of 13000 samples .",system description,Subset Selection via Self-Representation,0,91,69,30,0,system description : Subset Selection via Self-Representation,0.33579335793357934,0.38764044943820225,0.8108108108108109
named-entity-recognition,0,Remark,system description,Subset Selection via Self-Representation,0,92,70,31,0,system description : Subset Selection via Self-Representation,0.33948339483394835,0.39325842696629215,0.8378378378378378
named-entity-recognition,0,". Since U nn X T X +? V ? RN N , the major computational cost of ( 4 ) focuses on a N N linear system .",system description,Subset Selection via Self-Representation,0,93,71,32,0,system description : Subset Selection via Self-Representation,0.34317343173431736,0.398876404494382,0.8648648648648649
named-entity-recognition,0,". Since U nn X T X +? V ? RN N , the major computational cost of ( 4 ) focuses on a N N linear system .",system description,Subset Selection via Self-Representation,0,94,72,33,0,system description : Subset Selection via Self-Representation,0.34686346863468637,0.4044943820224719,0.8918918918918919
named-entity-recognition,0,"If solved by the Cholesky factorization method , it costs 1 3 N 3 for factorization as well as 2N 2 for forward and backward substitution .",system description,Subset Selection via Self-Representation,0,95,73,34,0,system description : Subset Selection via Self-Representation,0.3505535055350554,0.4101123595505618,0.918918918918919
named-entity-recognition,0,This amounts to ON 3 in total .,system description,Subset Selection via Self-Representation,0,96,74,35,0,system description : Subset Selection via Self-Representation,0.35424354243542433,0.4157303370786517,0.9459459459459459
named-entity-recognition,0,"By now , we only solve an .",system description,Subset Selection via Self-Representation,0,97,75,36,0,system description : Subset Selection via Self-Representation,0.35793357933579334,0.42134831460674155,0.972972972972973
named-entity-recognition,0,"Once solving all the set of {a n } N n= 1 , the total complexity amounts to ON 4 for one iteration step .",system description,Subset Selection via Self-Representation,0,98,76,37,0,system description : Subset Selection via Self-Representation,0.36162361623616235,0.42696629213483145,1.0
named-entity-recognition,0,Accelerated Robust Subset Selection ( ARSS ),system description,Accelerated Robust Subset Selection (ARSS),0,99,77,1,0,system description : Accelerated Robust Subset Selection (ARSS),0.36531365313653136,0.43258426966292135,0.00980392156862745
named-entity-recognition,0,"Due to the huge computational costs , Nie 's method is infeasible for the case of large N - the computational time is up to 2088 hours for a case of 13000 samples .",system description,Accelerated Robust Subset Selection (ARSS),0,100,78,2,0,system description : Accelerated Robust Subset Selection (ARSS),0.36900369003690037,0.43820224719101125,0.0196078431372549
named-entity-recognition,0,"Besides , Nie 's model imposes the 2 - norm among features , which is prone to outliers in features .",system description,Accelerated Robust Subset Selection (ARSS),0,101,79,3,0,system description : Accelerated Robust Subset Selection (ARSS),0.3726937269372694,0.4438202247191011,0.029411764705882353
named-entity-recognition,0,"To tackle the above two issues , we propose a more robust model in the p ( 0 < p ? 1 ) norm .",system description,Accelerated Robust Subset Selection (ARSS),0,102,80,4,0,system description : Accelerated Robust Subset Selection (ARSS),0.3763837638376384,0.449438202247191,0.0392156862745098
named-entity-recognition,0,"Although the resulted objective is challenging to solve , a speedup algorithm is proposed to dramatically save the computational costs .",system description,Accelerated Robust Subset Selection (ARSS),0,103,81,5,0,system description : Accelerated Robust Subset Selection (ARSS),0.3800738007380074,0.4550561797752809,0.049019607843137254
named-entity-recognition,0,"For the same task of N = 13000 , it costs our method 1.8 minutes , achieving a 68429 times acceleration compared with the speed of Nie 's method .",system description,Accelerated Robust Subset Selection (ARSS),0,104,82,6,0,system description : Accelerated Robust Subset Selection (ARSS),0.3837638376383764,0.4606741573033708,0.058823529411764705
named-entity-recognition,0,Modeling .,system description,Accelerated Robust Subset Selection (ARSS),0,105,83,7,0,system description : Accelerated Robust Subset Selection (ARSS),0.3874538745387454,0.46629213483146065,0.06862745098039216
named-entity-recognition,0,"To boost the robustness against outliers in both samples and features , we formulate the discrepancy between X and XA via the p ( 0 < p < 1 ) - norm .",system description,Accelerated Robust Subset Selection (ARSS),0,106,84,8,0,system description : Accelerated Robust Subset Selection (ARSS),0.39114391143911437,0.47191011235955055,0.0784313725490196
named-entity-recognition,0,"There are theoretical and empirical evidences to verify that compared with 2 or 1 norms , the p - norm is more able to prevent outlier elements from dominating the objective , enhancing the robustness ) .",system description,Accelerated Robust Subset Selection (ARSS),0,107,85,9,0,system description : Accelerated Robust Subset Selection (ARSS),0.3948339483394834,0.47752808988764045,0.08823529411764706
named-entity-recognition,0,"Thus , we have the following objective min",system description,Accelerated Robust Subset Selection (ARSS),0,108,86,10,0,system description : Accelerated Robust Subset Selection (ARSS),0.3985239852398524,0.48314606741573035,0.09803921568627451
named-entity-recognition,0,"where ? is a balancing parameter ; A is a row sparse matrix , used to select the most informative and representative samples .",system description,Accelerated Robust Subset Selection (ARSS),0,109,87,11,0,system description : Accelerated Robust Subset Selection (ARSS),0.4022140221402214,0.4887640449438202,0.10784313725490197
named-entity-recognition,0,"where ? is a balancing parameter ; A is a row sparse matrix , used to select the most informative and representative samples .",system description,Accelerated Robust Subset Selection (ARSS),0,110,88,12,0,system description : Accelerated Robust Subset Selection (ARSS),0.4059040590405904,0.4943820224719101,0.11764705882352941
named-entity-recognition,0,"By minimizing the energy of ( 5 ) , we could capture the most essential properties of the dataset X.",system description,Accelerated Robust Subset Selection (ARSS),0,111,89,13,0,system description : Accelerated Robust Subset Selection (ARSS),0.4095940959409594,0.5,0.12745098039215685
named-entity-recognition,0,"After obtaining the optimal A , the row indexes are sorted by the row - sum value of the absolute A in decreasing order .",system description,Accelerated Robust Subset Selection (ARSS),0,112,90,14,0,system description : Accelerated Robust Subset Selection (ARSS),0.4132841328413284,0.5056179775280899,0.13725490196078433
named-entity-recognition,0,The samples specified by the top K indexes are selected as exemplars .,system description,Accelerated Robust Subset Selection (ARSS),0,113,91,15,0,system description : Accelerated Robust Subset Selection (ARSS),0.41697416974169743,0.5112359550561798,0.14705882352941177
named-entity-recognition,0,Note that the model ( 5 ) could be applied to the unsupervised feature selection problem by only transposing the data matrix X .,system description,Accelerated Robust Subset Selection (ARSS),0,114,92,16,0,system description : Accelerated Robust Subset Selection (ARSS),0.42066420664206644,0.5168539325842697,0.1568627450980392
named-entity-recognition,0,"In this case , A is a L L row sparse matrix , used to select the most representative features .",system description,Accelerated Robust Subset Selection (ARSS),0,115,93,17,0,system description : Accelerated Robust Subset Selection (ARSS),0.42435424354243545,0.5224719101123596,0.16666666666666666
named-entity-recognition,0,"Accelerated Solver for the ARSS Objective in Although objective ( 5 ) is challenging to solve , we propose an effective and highly efficient solver .",system description,Accelerated Robust Subset Selection (ARSS),0,116,94,18,0,system description : Accelerated Robust Subset Selection (ARSS),0.4280442804428044,0.5280898876404494,0.17647058823529413
named-entity-recognition,0,The acceleration owes to the ALM and an equivalent derivation .,system description,Accelerated Robust Subset Selection (ARSS),0,117,95,19,0,system description : Accelerated Robust Subset Selection (ARSS),0.4317343173431734,0.5337078651685393,0.18627450980392157
named-entity-recognition,0,ALM,system description,Accelerated Robust Subset Selection (ARSS),0,118,96,20,0,system description : Accelerated Robust Subset Selection (ARSS),0.4354243542435424,0.5393258426966292,0.19607843137254902
named-entity-recognition,0,"The most intractable challenge of ( 5 ) is that , the p ( 0 < p ? 1 ) - norm is non-convex , non-smooth and notdifferentiable at the zero point .",system description,Accelerated Robust Subset Selection (ARSS),0,119,97,21,0,system description : Accelerated Robust Subset Selection (ARSS),0.43911439114391143,0.5449438202247191,0.20588235294117646
named-entity-recognition,0,"Therefore , it is beneficial to use the Augmented Lagrangian Method ( ALM ) to solve ( 5 ) , resulting in several easily tackled unconstrained subproblems .",system description,Accelerated Robust Subset Selection (ARSS),0,120,98,22,0,system description : Accelerated Robust Subset Selection (ARSS),0.44280442804428044,0.550561797752809,0.21568627450980393
named-entity-recognition,0,"By solving them iteratively , the solutions of subproblems could eventually converge to a minimum .",system description,Accelerated Robust Subset Selection (ARSS),0,121,99,23,0,system description : Accelerated Robust Subset Selection (ARSS),0.44649446494464945,0.5561797752808989,0.22549019607843138
named-entity-recognition,0,"Specifically , we introduce an auxiliary variable E = X ? XA ? R LN .",system description,Accelerated Robust Subset Selection (ARSS),0,122,100,24,0,system description : Accelerated Robust Subset Selection (ARSS),0.45018450184501846,0.5617977528089888,0.23529411764705882
named-entity-recognition,0,"Specifically , we introduce an auxiliary variable E = X ? XA ? R LN .",system description,Accelerated Robust Subset Selection (ARSS),0,123,101,25,0,system description : Accelerated Robust Subset Selection (ARSS),0.45387453874538747,0.5674157303370787,0.24509803921568626
named-entity-recognition,0,"Thus , the objective ( 5 ) becomes : min",system description,Accelerated Robust Subset Selection (ARSS),0,124,102,26,0,system description : Accelerated Robust Subset Selection (ARSS),0.4575645756457565,0.5730337078651685,0.2549019607843137
named-entity-recognition,0,"To deal with the equality constraint in , the most convenient method is to add a penalty , resulting in",system description,Accelerated Robust Subset Selection (ARSS),0,125,103,27,0,system description : Accelerated Robust Subset Selection (ARSS),0.4612546125461255,0.5786516853932584,0.2647058823529412
named-entity-recognition,0,where is a penalty parameter .,system description,Accelerated Robust Subset Selection (ARSS),0,126,104,28,0,system description : Accelerated Robust Subset Selection (ARSS),0.46494464944649444,0.5842696629213483,0.27450980392156865
named-entity-recognition,0,"To guarantee the equality constraint , it requires approaching infinity , which may cause bad numerical conditions .",system description,Accelerated Robust Subset Selection (ARSS),0,127,105,29,0,system description : Accelerated Robust Subset Selection (ARSS),0.46863468634686345,0.5898876404494382,0.28431372549019607
named-entity-recognition,0,"Instead , once introducing a Lagrangian multiplier , it is no longer requiring ? ?.",system description,Accelerated Robust Subset Selection (ARSS),0,128,106,30,0,system description : Accelerated Robust Subset Selection (ARSS),0.47232472324723246,0.5955056179775281,0.29411764705882354
named-entity-recognition,0,"Thus , we rewrite into the standard ALM formulation as :",system description,Accelerated Robust Subset Selection (ARSS),0,129,107,31,0,system description : Accelerated Robust Subset Selection (ARSS),0.47601476014760147,0.601123595505618,0.30392156862745096
named-entity-recognition,0,where ? consists of L N Lagrangian multipliers .,system description,Accelerated Robust Subset Selection (ARSS),0,130,108,32,0,system description : Accelerated Robust Subset Selection (ARSS),0.4797047970479705,0.6067415730337079,0.3137254901960784
named-entity-recognition,0,where ? consists of L N Lagrangian multipliers .,system description,Accelerated Robust Subset Selection (ARSS),0,131,109,33,0,system description : Accelerated Robust Subset Selection (ARSS),0.4833948339483395,0.6123595505617978,0.3235294117647059
named-entity-recognition,0,"In the following , a highly efficient solver will be given .",system description,Accelerated Robust Subset Selection (ARSS),0,132,110,34,0,system description : Accelerated Robust Subset Selection (ARSS),0.4870848708487085,0.6179775280898876,0.3333333333333333
named-entity-recognition,0,"The updating rule for ? Similar to the iterative thresholding ( IT ) in , the degree of violations of the L N equality constraints are used to update the Lagrangian multiplier :",system description,Accelerated Robust Subset Selection (ARSS),0,133,111,35,0,system description : Accelerated Robust Subset Selection (ARSS),0.4907749077490775,0.6235955056179775,0.3431372549019608
named-entity-recognition,0,"The updating rule for ? Similar to the iterative thresholding ( IT ) in , the degree of violations of the L N equality constraints are used to update the Lagrangian multiplier :",system description,Accelerated Robust Subset Selection (ARSS),0,134,112,36,0,system description : Accelerated Robust Subset Selection (ARSS),0.4944649446494465,0.6292134831460674,0.35294117647058826
named-entity-recognition,0,where is a monotonically increasing parameter over iteration steps .,system description,Accelerated Robust Subset Selection (ARSS),0,135,113,37,0,system description : Accelerated Robust Subset Selection (ARSS),0.4981549815498155,0.6348314606741573,0.3627450980392157
named-entity-recognition,0,"For example , ? ? , where 1 < ? < 2 is a predefined parameter .",system description,Accelerated Robust Subset Selection (ARSS),0,136,114,38,0,system description : Accelerated Robust Subset Selection (ARSS),0.5018450184501845,0.6404494382022472,0.37254901960784315
named-entity-recognition,0,"Efficient solver for E Removing irrelevant terms with E from ( 8 ) , we have",system description,Accelerated Robust Subset Selection (ARSS),0,137,115,39,0,system description : Accelerated Robust Subset Selection (ARSS),0.5055350553505535,0.6460674157303371,0.38235294117647056
named-entity-recognition,0,where H = X ? XA ? ? ? R LN .,system description,Accelerated Robust Subset Selection (ARSS),0,138,116,40,0,system description : Accelerated Robust Subset Selection (ARSS),0.5092250922509225,0.651685393258427,0.39215686274509803
named-entity-recognition,0,where H = X ? XA ? ? ? R LN .,system description,Accelerated Robust Subset Selection (ARSS),0,139,117,41,0,system description : Accelerated Robust Subset Selection (ARSS),0.5129151291512916,0.6573033707865169,0.4019607843137255
named-entity-recognition,0,"According to the definition of the p - norm and the Frobenius - norm , ( 10 ) could be decoupled into L N independent and unconstrained subproblems .",system description,Accelerated Robust Subset Selection (ARSS),0,140,118,42,0,system description : Accelerated Robust Subset Selection (ARSS),0.5166051660516605,0.6629213483146067,0.4117647058823529
named-entity-recognition,0,The standard form of these subproblems is,system description,Accelerated Robust Subset Selection (ARSS),0,141,119,43,0,system description : Accelerated Robust Subset Selection (ARSS),0.5202952029520295,0.6685393258426966,0.4215686274509804
named-entity-recognition,0,"where ? = 1 is a given positive parameter , y is the scalar variable need to deal with , c is a known scalar constant .",system description,Accelerated Robust Subset Selection (ARSS),0,142,120,44,0,system description : Accelerated Robust Subset Selection (ARSS),0.5239852398523985,0.6741573033707865,0.43137254901960786
named-entity-recognition,0,Zuo et al. ) has recently proposed a generalized iterative shrinkage algorithm to solve ( 11 ) .,system description,Accelerated Robust Subset Selection (ARSS),0,143,121,45,0,system description : Accelerated Robust Subset Selection (ARSS),0.5276752767527675,0.6797752808988764,0.4411764705882353
named-entity-recognition,0,This algorithm is easy to implement and able to achieve more accurate solutions than current methods .,system description,Accelerated Robust Subset Selection (ARSS),0,144,122,46,0,system description : Accelerated Robust Subset Selection (ARSS),0.5313653136531366,0.6853932584269663,0.45098039215686275
named-entity-recognition,0,"Thus , we use it for our problem as :",system description,Accelerated Robust Subset Selection (ARSS),0,145,123,47,0,system description : Accelerated Robust Subset Selection (ARSS),0.5350553505535055,0.6910112359550562,0.46078431372549017
named-entity-recognition,0,is obtained by solving the following equation :,system description,Accelerated Robust Subset Selection (ARSS),0,146,124,48,0,system description : Accelerated Robust Subset Selection (ARSS),0.5387453874538746,0.6966292134831461,0.47058823529411764
named-entity-recognition,0,which could be solved efficiently via an iterative algorithm .,system description,Accelerated Robust Subset Selection (ARSS),0,147,125,49,0,system description : Accelerated Robust Subset Selection (ARSS),0.5424354243542435,0.702247191011236,0.4803921568627451
named-entity-recognition,0,"In this manner , ( 10 ) could be sovled extremely fast .",system description,Accelerated Robust Subset Selection (ARSS),0,148,126,50,0,system description : Accelerated Robust Subset Selection (ARSS),0.5461254612546126,0.7078651685393258,0.49019607843137253
named-entity-recognition,0,"Accelerated solver for A The main acceleration focuses on the solver of A. Removing irrelevant terms with A from ( 8 ) , we have",system description,Accelerated Robust Subset Selection (ARSS),0,149,127,51,0,system description : Accelerated Robust Subset Selection (ARSS),0.5498154981549815,0.7134831460674157,0.5
named-entity-recognition,0,"where ? = ? is a nonnegative parameter , P = X ? E ? ? ? R LN . Since ( 13 ) is convex in A , the optimum could be found by differentiating ( 13 ) and setting the derivative to zero .",system description,Accelerated Robust Subset Selection (ARSS),0,150,128,52,0,system description : Accelerated Robust Subset Selection (ARSS),0.5535055350553506,0.7191011235955056,0.5098039215686274
named-entity-recognition,0,"where ? = ? is a nonnegative parameter , P = X ? E ? ? ? R LN . Since ( 13 ) is convex in A , the optimum could be found by differentiating ( 13 ) and setting the derivative to zero .",system description,Accelerated Robust Subset Selection (ARSS),0,151,129,53,0,system description : Accelerated Robust Subset Selection (ARSS),0.5571955719557196,0.7247191011235955,0.5196078431372549
named-entity-recognition,0,"where ? = ? is a nonnegative parameter , P = X ? E ? ? ? R LN . Since ( 13 ) is convex in A , the optimum could be found by differentiating ( 13 ) and setting the derivative to zero .",system description,Accelerated Robust Subset Selection (ARSS),0,152,130,54,0,system description : Accelerated Robust Subset Selection (ARSS),0.5608856088560885,0.7303370786516854,0.5294117647058824
named-entity-recognition,0,This amounts to tackling the following linear system 2 :,system description,Accelerated Robust Subset Selection (ARSS),0,153,131,55,0,system description : Accelerated Robust Subset Selection (ARSS),0.5645756457564576,0.7359550561797753,0.5392156862745098
named-entity-recognition,0,"As V + ? X TX ? RN N , is mainly a N N linear system .",system description,Accelerated Robust Subset Selection (ARSS),0,154,132,56,0,system description : Accelerated Robust Subset Selection (ARSS),0.5682656826568265,0.7415730337078652,0.5490196078431373
named-entity-recognition,0,"As V + ? X TX ? RN N , is mainly a N N linear system .",system description,Accelerated Robust Subset Selection (ARSS),0,155,133,57,0,system description : Accelerated Robust Subset Selection (ARSS),0.5719557195571956,0.7471910112359551,0.5588235294117647
named-entity-recognition,0,"Once solved by the Cholesky factorization , the computational complexity is highly up to ON 3 .",system description,Accelerated Robust Subset Selection (ARSS),0,156,134,58,0,system description : Accelerated Robust Subset Selection (ARSS),0.5756457564575646,0.7528089887640449,0.5686274509803921
named-entity-recognition,0,This is by no means a good choice for real applications with large N .,system description,Accelerated Robust Subset Selection (ARSS),0,157,135,59,0,system description : Accelerated Robust Subset Selection (ARSS),0.5793357933579336,0.7584269662921348,0.5784313725490197
named-entity-recognition,0,"In the following , an equivalent derivation of ( 14 ) will be proposed to significantly save the computational complexity .",system description,Accelerated Robust Subset Selection (ARSS),0,158,136,60,0,system description : Accelerated Robust Subset Selection (ARSS),0.5830258302583026,0.7640449438202247,0.5882352941176471
named-entity-recognition,0,Theorem,system description,Accelerated Robust Subset Selection (ARSS),0,159,137,61,0,system description : Accelerated Robust Subset Selection (ARSS),0.5867158671586716,0.7696629213483146,0.5980392156862745
named-entity-recognition,0,. The N N linear system is equivalent to the following L L linear system :,system description,Accelerated Robust Subset Selection (ARSS),0,160,138,62,0,system description : Accelerated Robust Subset Selection (ARSS),0.5904059040590406,0.7752808988764045,0.6078431372549019
named-entity-recognition,0,where IL is a L L identity matrix .,system description,Accelerated Robust Subset Selection (ARSS),0,161,139,63,0,system description : Accelerated Robust Subset Selection (ARSS),0.5940959409594095,0.7808988764044944,0.6176470588235294
named-entity-recognition,0,Proof .,system description,Accelerated Robust Subset Selection (ARSS),0,162,140,64,0,system description : Accelerated Robust Subset Selection (ARSS),0.5977859778597786,0.7865168539325843,0.6274509803921569
named-entity-recognition,0,"Note that V is a N N diagonal and positive - definite matrix , the exponent of V is efficient to achieve , i.e. V ? = { V ? nn } N n=1 , ?? ? R.",system description,Accelerated Robust Subset Selection (ARSS),0,163,141,65,0,system description : Accelerated Robust Subset Selection (ARSS),0.6014760147601476,0.7921348314606742,0.6372549019607843
named-entity-recognition,0,"Note that V is a N N diagonal and positive - definite matrix , the exponent of V is efficient to achieve , i.e. V ? = { V ? nn } N n=1 , ?? ? R.",system description,Accelerated Robust Subset Selection (ARSS),0,164,142,66,0,system description : Accelerated Robust Subset Selection (ARSS),0.6051660516605166,0.797752808988764,0.6470588235294118
named-entity-recognition,0,We have the following equations,system description,Accelerated Robust Subset Selection (ARSS),0,165,143,67,0,system description : Accelerated Robust Subset Selection (ARSS),0.6088560885608856,0.8033707865168539,0.6568627450980392
named-entity-recognition,0,"where Z = XV ? 1 2 , IN is a N N identity matrix .",system description,Accelerated Robust Subset Selection (ARSS),0,166,144,68,0,system description : Accelerated Robust Subset Selection (ARSS),0.6125461254612546,0.8089887640449438,0.6666666666666666
named-entity-recognition,0,The following equation holds for any conditions,system description,Accelerated Robust Subset Selection (ARSS),0,167,145,69,0,system description : Accelerated Robust Subset Selection (ARSS),0.6162361623616236,0.8146067415730337,0.6764705882352942
named-entity-recognition,0,"Multiplying with IN + ?Z T Z ?1 on the left and IL + ? ZZ T ? 1 on the right of both sides of the equal - sign , we have the equation as :",system description,Accelerated Robust Subset Selection (ARSS),0,168,146,70,0,system description : Accelerated Robust Subset Selection (ARSS),0.6199261992619927,0.8202247191011236,0.6862745098039216
named-entity-recognition,0,"Therefore , substituting ( 18 ) and Z = XV ? 1 2 into ( 16 ) , we have the simplified updating rule as :",system description,Accelerated Robust Subset Selection (ARSS),0,169,147,71,0,system description : Accelerated Robust Subset Selection (ARSS),0.6236162361623616,0.8258426966292135,0.696078431372549
named-entity-recognition,0,"When N L , the most complex operation is the matrix multiplications , not the L L linear system .",system description,Accelerated Robust Subset Selection (ARSS),0,170,148,72,0,system description : Accelerated Robust Subset Selection (ARSS),0.6273062730627307,0.8314606741573034,0.7058823529411765
named-entity-recognition,0,Corollary,system description,Accelerated Robust Subset Selection (ARSS),0,171,149,73,0,system description : Accelerated Robust Subset Selection (ARSS),0.6309963099630996,0.8370786516853933,0.7156862745098039
named-entity-recognition,0,. We have two equivalent updating rules and ( 15 ) for the objective ( 13 ) .,system description,Accelerated Robust Subset Selection (ARSS),0,172,150,74,0,system description : Accelerated Robust Subset Selection (ARSS),0.6346863468634686,0.8426966292134831,0.7254901960784313
named-entity-recognition,0,"If using ( 14 ) when N ? L , and otherwise using ( 15 ) as shown in Algorithm 1 , the computational complexity of solvers for ( 13 ) is ON 2 L .",system description,Accelerated Robust Subset Selection (ARSS),0,173,151,75,0,system description : Accelerated Robust Subset Selection (ARSS),0.6383763837638377,0.848314606741573,0.7352941176470589
named-entity-recognition,0,"If using ( 14 ) when N ? L , and otherwise using ( 15 ) as shown in Algorithm 1 , the computational complexity of solvers for ( 13 ) is ON 2 L .",system description,Accelerated Robust Subset Selection (ARSS),0,174,152,76,0,system description : Accelerated Robust Subset Selection (ARSS),0.6420664206642066,0.8539325842696629,0.7450980392156863
named-entity-recognition,0,"Due to N L , we have highly reduced the complexity from ON 4 to ON 2 L compared with Nie 's method .",system description,Accelerated Robust Subset Selection (ARSS),0,175,153,77,0,system description : Accelerated Robust Subset Selection (ARSS),0.6457564575645757,0.8595505617977528,0.7549019607843137
named-entity-recognition,0,"Algorithm 1 for ( 13 ) : A * = ARSS A ( X , V , P , IL , ?)",system description,Accelerated Robust Subset Selection (ARSS),0,176,154,78,0,system description : Accelerated Robust Subset Selection (ARSS),0.6494464944649446,0.8651685393258427,0.7647058823529411
named-entity-recognition,0,"Input : X , V , P , IL , ? 1 : if N ? L then 2 :",system description,Accelerated Robust Subset Selection (ARSS),0,177,155,79,0,system description : Accelerated Robust Subset Selection (ARSS),0.6531365313653137,0.8707865168539326,0.7745098039215687
named-entity-recognition,0,"Input : X , V , P , IL , ? 1 : if N ? L then 2 :",system description,Accelerated Robust Subset Selection (ARSS),0,178,156,80,0,system description : Accelerated Robust Subset Selection (ARSS),0.6568265682656826,0.8764044943820225,0.7843137254901961
named-entity-recognition,0,"update A via the updating rule , that is 3 : update ? by the updating rule ( 9 ) , ? ?.",system description,Accelerated Robust Subset Selection (ARSS),0,179,157,81,0,system description : Accelerated Robust Subset Selection (ARSS),0.6605166051660517,0.8820224719101124,0.7941176470588235
named-entity-recognition,0,: until convergence,system description,Accelerated Robust Subset Selection (ARSS),0,180,158,82,0,system description : Accelerated Robust Subset Selection (ARSS),0.6642066420664207,0.8876404494382022,0.803921568627451
named-entity-recognition,0,Output : A The solver to update A is given in Algorithm,system description,Accelerated Robust Subset Selection (ARSS),0,181,159,83,0,system description : Accelerated Robust Subset Selection (ARSS),0.6678966789667896,0.8932584269662921,0.8137254901960784
named-entity-recognition,0,. The over all solver for our model ( 5 ) is summarized in Algorithm,system description,Accelerated Robust Subset Selection (ARSS),0,182,160,84,0,system description : Accelerated Robust Subset Selection (ARSS),0.6715867158671587,0.898876404494382,0.8235294117647058
named-entity-recognition,0,2 .,system description,Accelerated Robust Subset Selection (ARSS),0,183,161,85,0,system description : Accelerated Robust Subset Selection (ARSS),0.6752767527675276,0.9044943820224719,0.8333333333333334
named-entity-recognition,0,"According to Theorem 2 and Corollary 3 , the solver for our model ( 13 ) is highly simplified , as feature length is generally much smaller than data size , i.e L N .",system description,Accelerated Robust Subset Selection (ARSS),0,184,162,86,0,system description : Accelerated Robust Subset Selection (ARSS),0.6789667896678967,0.9101123595505618,0.8431372549019608
named-entity-recognition,0,"Similarly , Nie 's method could be highly accelerated by Theorem 4 , obtaining 500 + times speedup , as shown in and .",system description,Accelerated Robust Subset Selection (ARSS),0,185,163,87,0,system description : Accelerated Robust Subset Selection (ARSS),0.6826568265682657,0.9157303370786517,0.8529411764705882
named-entity-recognition,0,"Similarly , Nie 's method could be highly accelerated by Theorem 4 , obtaining 500 + times speedup , as shown in and .",system description,Accelerated Robust Subset Selection (ARSS),0,186,164,88,0,system description : Accelerated Robust Subset Selection (ARSS),0.6863468634686347,0.9213483146067416,0.8627450980392157
named-entity-recognition,0,Theorem,system description,Accelerated Robust Subset Selection (ARSS),0,187,165,89,0,system description : Accelerated Robust Subset Selection (ARSS),0.6900369003690037,0.9269662921348315,0.8725490196078431
