topic,paper_ID,text,section,label,position,section_position,citation,length
machine-translation,3,"We observed noticeable performance degradation when using only the first third of the elements of "" f "" .",introduction,0,133,121,0,19
machine-translation,3,"With the F - F connections , we build a fast channel to propagate the gradients in the deep topology .",introduction,0,134,122,0,21
machine-translation,3,F - F connections can accelerate the model convergence and while improving the performance .,introduction,0,135,123,0,15
machine-translation,3,A similar idea was also used in .,introduction,0,136,124,0,8
machine-translation,3,Encoder : The LSTM layers are stacked following Eq. 5 .,introduction,0,137,125,0,11
machine-translation,3,We call this type of encoder interleaved bidirectional encoder .,introduction,0,138,126,0,10
machine-translation,3,"In addition , there are two similar columns ( a 1 and a 2 ) in the encoder part .",introduction,0,139,127,0,20
machine-translation,3,Each column consists of n e stacked LSTM layers .,introduction,0,140,128,0,10
machine-translation,3,There is no connection between the two columns .,introduction,0,141,129,0,9
machine-translation,3,The first layers of the two columns process the word representations of the source sequence in different directions .,introduction,0,142,130,0,19
machine-translation,3,"At the last LSTM layers , there are two groups of vectors representing the source sequence .",introduction,0,143,131,0,17
machine-translation,3,The group size is the same as the length of the input sequence .,introduction,0,144,132,0,14
machine-translation,3,Interface : Prior encoder - decoder models and attention models are different in their method of extracting the representations of the source sequences .,introduction,0,145,133,0,24
machine-translation,3,"In our work , as a consequence of the introduced F - F connections , we have 4 output vectors ( h For Deep - Att , we do not need the above two operations .",introduction,0,146,134,0,36
machine-translation,3,"We only concatenate the 4 output vectors at each time step to obtain e t , and a soft attention mechanism is used to calculate the final representation ct from e t .",introduction,0,147,135,0,33
machine-translation,3,e t is summarized as :,introduction,0,148,136,0,6
machine-translation,3,Note that the vector dimensionality off is four times larger than that of h ( see Eq. 4 ) .,introduction,0,149,137,0,20
machine-translation,3,ct is summarized as :,introduction,0,150,138,0,5
machine-translation,3,?,introduction,0,151,139,0,1
machine-translation,3,"t,t is the normalized attention weight computed by :",introduction,0,152,140,0,9
machine-translation,3,"the concatenated vector e t to a vector with 1 / 4 dimension size , denoted by the ( fully connected ) block "" fc "" in .",introduction,0,153,141,0,28
machine-translation,3,decoder :,introduction,0,154,142,0,2
machine-translation,3,The decoder follows Eq. 5 and Eq. 6 with fixed direction term ? 1 .,introduction,0,155,143,0,15
machine-translation,3,"At the first layer , we use the following x t :",introduction,0,156,144,0,12
machine-translation,3,y t?1 is the target word embedding at the previous time step and y 0 is zero .,introduction,0,157,145,0,18
machine-translation,3,There is a single column of n d stacked LSTM layers .,introduction,0,158,146,0,12
machine-translation,3,We also use the F - F connections like those in the encoder and all layers are in the forward direction .,introduction,0,159,147,0,22
machine-translation,3,"Note that at the last LSTM layer , we only use ht to make the prediction with a softmax layer .",introduction,0,160,148,0,21
machine-translation,3,"Although the network is deep , the training technique is straightforward .",introduction,0,161,149,0,12
machine-translation,3,We will describe this in the next part .,introduction,0,162,150,0,9
machine-translation,3,training technique,introduction,0,163,151,0,2
machine-translation,3,We take the parallel data as the only input without using any monolingual data for either word representation pre-training or language modeling .,introduction,0,164,152,0,23
machine-translation,3,"Because of the deep bi-directional structure , we do not need to reverse the sequence order as .",introduction,0,165,153,0,18
machine-translation,3,"The deep topology brings difficulties for the model training , especially when first order methods such as stochastic gradient descent ( SGD ) are used .",introduction,0,166,154,0,26
machine-translation,3,The parameters should be properly initialized and the converging process can be slow .,introduction,0,167,155,0,14
machine-translation,3,"We tried several optimization techniques such as AdaDelta ( Zeiler , 2012 ) , RMSProp ( Tieleman and and .",introduction,0,168,156,1,20
machine-translation,3,We found that all of them were able to speedup the process a lot compared to simple SGD while no significant performance difference was observed among them .,introduction,0,169,157,0,28
machine-translation,3,"In this work , we chose Adam for model training and do not present a detailed comparison with other optimization methods .",introduction,0,170,158,0,22
machine-translation,3,Dropout is also used to avoid over-fitting .,introduction,0,171,159,0,8
machine-translation,3,It is utilized on the LSTM nodes h kt ( See Eq. 5 ) with a ratio of pd for both the encoder and decoder .,introduction,0,172,160,0,26
machine-translation,3,"During the whole model training process , we keep all hyper parameters fixed without any intermediate interruption .",introduction,0,173,161,0,18
machine-translation,3,The hyper parameters are selected according to the performance on the development set .,introduction,0,174,162,0,14
machine-translation,3,"For such a deep and large network , it is not easy to determine the tuning strategy and this will be considered in future work .",introduction,0,175,163,0,26
machine-translation,3,generation,introduction,0,176,164,0,1
machine-translation,3,We use the common left - to - right beam - search method for sequence generation .,introduction,0,177,165,0,17
machine-translation,3,"At each time step t , the wordy t can be predicted by :",introduction,0,178,166,0,14
machine-translation,3,where ?,introduction,0,179,167,0,2
machine-translation,3,t is the predicted target word .?,introduction,0,180,168,0,7
machine-translation,3,0:t ? 1 is the generated sequence from time step 0 tot ?,introduction,0,181,169,0,13
machine-translation,3,"1 . We keep n b best candidates according to Eq. 11 at each time step , until the end of sentence mark is generated .",introduction,0,182,170,0,26
machine-translation,3,"The hypotheses are ranked by the total likelihood of the generated sequence , although normalized likelihood is used in some works .",introduction,0,183,171,0,22
machine-translation,3,experiments,experiment,0,184,1,0,1
machine-translation,3,We evaluate our method mainly on the widely used WMT ' 14 English - to - French translation task .,experiment,0,185,2,0,20
machine-translation,3,"In order to validate our model on more difficult language pairs , we also provide results on the WMT ' 14 English - to - German translation task .",experiment,0,186,3,0,29
machine-translation,3,Our models are implemented in the PADDLE ( PArallel Distributed Deep LEarning ) platform .,experiment,0,187,4,0,15
machine-translation,3,data sets,experiment,0,188,5,0,2
machine-translation,3,"For both tasks , we use the full WMT ' 14 parallel corpus as our training data .",experiment,0,189,6,0,18
machine-translation,3,The detailed data sets are listed below :,experiment,0,190,7,0,8
machine-translation,3,"English - to - French : Europarl v7 , Common Crawl , UN , News Commentary , Gigaword",experiment,0,191,8,0,18
machine-translation,3,"English - to - German : Europarl v7 , Common Crawl , News Commentary",experiment,0,192,9,0,14
machine-translation,3,"In total , the English - to - French corpus includes 36 million sentence pairs , and the English - to - German corpus includes 4.5 million sentence pairs .",experiment,0,193,10,0,30
machine-translation,3,"The news - test - 2012 and news - test - 2013 are concatenated as our development set , and the news - test - 2014 is the test set .",experiment,0,194,11,0,31
machine-translation,3,Our data partition is consistent with previous works on NMT to ensure fair comparison .,experiment,0,195,12,0,15
machine-translation,3,"For the source language , we select the most frequent 200K words as the input vocabulary .",experiment,0,196,13,0,17
machine-translation,3,For the target language we select the most frequent 80 K French words and the most frequent 160K German words as the output vocabulary .,experiment,0,197,14,0,25
machine-translation,3,"The full vocabulary of the German corpus is larger , so we select more German words to build the target vocabulary .",experiment,0,198,15,0,22
machine-translation,3,Out - of - vocabulary words are replaced with the unknown symbol unk .,experiment,0,199,16,0,14
machine-translation,3,"For complete comparison to previous work on the Englishto - French task , we also show the results with a smaller vocabulary of 30K input words and 30 K output words on the sub train set with selected 12M parallel sequences .",experiment,0,200,17,0,42
machine-translation,3,model settings,experiment,0,201,18,0,2
machine-translation,3,"We have two models as described above , named Deep - ED and Deep - Att.",experiment,0,202,19,0,16
machine-translation,3,Both models have exactly the same configuration and layer size except the interface part P - I.,experiment,0,203,20,0,17
machine-translation,3,We use 256 dimensional word embeddings for both the source and target languages .,experiment,1,204,21,0,14
machine-translation,3,"All LSTM layers , including the 2n e layers in the encoder and then d layers in the decoder , have 512 memory cells .",experiment,1,205,22,0,25
machine-translation,3,The output layer size is the same as the size of the target vocabulary .,experiment,0,206,23,0,15
machine-translation,3,The dimension of ct is 5120 and 1280 for Deep - ED and Deep - Att respectively .,experiment,0,207,24,0,18
machine-translation,3,"For each LSTM layer , the activation functions for gates , inputs and outputs are sigmoid , tanh , and tanh respectively .",experiment,1,208,25,0,23
machine-translation,3,Our network is narrow on word embeddings and LSTM layers .,experiment,0,209,26,0,11
machine-translation,3,"Note that in previous work , 1000 dimensional word embeddings and 1000 dimensional LSTM layers are used .",experiment,0,210,27,0,18
machine-translation,3,We also tried larger scale models but did not obtain further improvements .,experiment,0,211,28,0,13
machine-translation,3,optimization,experiment,0,212,29,0,1
machine-translation,3,"Note that each LSTM layer includes two parts as described in Eq. 3 , feed - forward computation and recurrent computation .",experiment,0,213,30,0,22
machine-translation,3,"Since there are non-linear activations in the recurrent computation , a larger learning rate l r = 5 10 ? 4 is used , while for the feed - forward computation a smaller learning rate l f = 4 10 ? 5 is used .",experiment,1,214,31,0,45
machine-translation,3,Word embeddings and the softmax layer also use this learning rate l f .,experiment,0,215,32,0,14
machine-translation,3,We refer all the parameters not used for recurrent computation as non-recurrent part of the model .,experiment,0,216,33,0,17
machine-translation,3,"Because of the large model size , we use strong L 2 regularization to constrain the parameter matrix v in the following way :",experiment,0,217,34,0,24
machine-translation,3,"Here r is the regularization strength , l is the corresponding learning rate , g stands for the gradients of v.",experiment,0,218,35,0,21
machine-translation,3,The two embedding layers are not regularized .,experiment,0,219,36,0,8
machine-translation,3,All the other layers have the same r = 2 .,experiment,0,220,37,0,11
machine-translation,3,The parameters of the recurrent computation part are initialized to zero .,experiment,0,221,38,0,12
machine-translation,3,All non-recurrent parts are randomly initialized with zero mean and standard deviation of 0.07 .,experiment,0,222,39,0,15
machine-translation,3,A detailed guide for setting hyperparameters can be found in .,experiment,0,223,40,0,11
machine-translation,3,The dropout ratio pd is 0.1 .,experiment,1,224,41,0,7
machine-translation,3,"In each batch , there are 500 ? 800 sequences in our work .",experiment,0,225,42,0,14
machine-translation,3,The exact number depends on the sequence lengths and model size .,experiment,0,226,43,0,12
machine-translation,3,We also find that larger batch size results in better convergence although the improvement is not large .,experiment,0,227,44,0,18
machine-translation,3,"However , the largest batch size is constrained by the GPU memory .",experiment,0,228,45,0,13
machine-translation,3,We use 4 ? 8 GPU machines ( each has 4 K40 GPU cards ) running for 10 days to train the full model with parallelization at the data batch level .,experiment,1,229,46,0,32
machine-translation,3,It takes nearly 1.5 days for each pass .,experiment,0,230,47,0,9
machine-translation,3,One thing we want to emphasize here is that our deep model is not sensitive to these settings .,experiment,0,231,48,0,19
machine-translation,3,Small variation does not affect the final performance .,experiment,0,232,49,0,9
machine-translation,3,results,result,0,233,1,0,1
machine-translation,3,We evaluate the same way as previous NMT works .,result,0,234,2,0,10
machine-translation,3,All reported BLEU scores are computed with the multi-bleu. perl 1 script which is also used in the above works .,result,0,235,3,0,21
machine-translation,3,The results are for tokenized and case sensitive evaluation .,result,0,236,4,0,10
machine-translation,3,single models,result,1,237,5,0,2
machine-translation,3,English - to - French : First we list our single model results on the English - to - French task in Tab .,result,1,238,6,0,24
machine-translation,3,1 . In the first block we show the results with the full corpus .,result,0,239,7,0,15
machine-translation,3,The previous best single NMT encoderdecoder model ( Enc - Dec ) with six layers achieves BLEU = 31.5 .,result,0,240,8,0,20
machine-translation,3,"From Deep - ED , we obtain the BLEU score of 36.3 , which outperforms Enc - Dec model by 4.8 BLEU points .",result,1,241,9,0,24
machine-translation,3,"This result is even better than the ensemble result of eight Enc - Dec models , which is 35.6 .",result,0,242,10,0,20
machine-translation,3,"This shows that , in addition to the convolutional layers for computer vision , deep topologies can also work for LSTM layers .",result,0,243,11,0,23
machine-translation,3,"For Deep - Att , the performance is further improved to 37.7 .",result,1,244,12,0,13
machine-translation,3,We also list the previous state - of - the - art performance from a conventional SMT system with the BLEU of 37.0 .,result,0,245,13,0,24
machine-translation,3,This is the first time that a single NMT model trained in an end - to - end form beats the best conventional system on this task .,result,0,246,14,0,28
machine-translation,3,We also show the results on the smaller data set with 12M sentence pairs and 30 K vocabulary in the second block .,result,0,247,15,0,23
machine-translation,3,"The two attention models , RNNsearch and RNNsearch - LV , achieve BLEU scores of 28.5 and 32.7 respectively .",result,0,248,16,0,20
machine-translation,3,Note that RNNsearch - LV uses a large output vocabulary of 500K words based on the standard attention model RNNsearch .,result,0,249,17,0,21
machine-translation,3,We obtain BLEU = 35.9 which outperforms its corresponding shallow model RNNsearch by 7.4 BLEU points .,result,0,250,18,0,17
machine-translation,3,The SMT result from is also listed and falls behind our model by 2.6 BLEU points .,result,0,251,19,0,17
machine-translation,3,methods,method,0,252,1,0,1
machine-translation,3,Data Voc BLEU RNNsearch 4.5M 50K 16.5 RNNsearch-LV 4.5M 500K 16.9 SMT 4.5 M Full 20.7 Deep - Att ( Ours ) 4.5M 160K 20.6 : English - to - German task : BLEU scores of single neural models .,method,0,253,2,0,40
machine-translation,3,We also list the conventional SMT system for comparison .,method,0,254,3,0,10
machine-translation,3,post processing,method,0,255,4,0,2
machine-translation,3,Two post processing techniques are used to improve the performance further on the English - to - French task .,method,0,256,5,0,20
machine-translation,3,"First , three Deep - Att models are built for ensemble results .",method,0,257,6,0,13
machine-translation,3,"They are initialized with different random parameters ; in addition , the training corpus for these models is shuffled with different random seeds .",method,0,258,7,0,24
machine-translation,3,We sum over the predicted probabilities of the target words and normalize the final distribution to generate the next word .,method,0,259,8,0,21
machine-translation,3,It is shown in Tab .,method,0,260,9,0,6
machine-translation,3,8 that the model ensemble can improve the performance further to 38.9 .,method,0,261,10,0,13
machine-translation,3,"In and there are eight models for the best scores , but we only use three models and we do not obtain further gain from more models . : BLEU scores of different models .",method,0,262,11,0,35
machine-translation,3,The first two blocks are our results of two single models and models with post processing .,method,0,263,12,0,17
machine-translation,3,In the last block we list two baselines of the best conventional SMT system and NMT system .,method,0,264,13,0,18
machine-translation,3,"Second , we recover the unknown words in the generated sequences with the Positional Unknown ( Pos Unk ) model introduced in .",method,0,265,14,0,23
machine-translation,3,The full parallel corpus is used to obtain the word mappings .,method,0,266,15,0,12
machine-translation,3,"We find this method provides an additional 1.5 BLEU points , which is consistent with the conclusion in .",method,0,267,16,0,19
machine-translation,3,We obtain the new BLEU score of 39.2 with a single Deep - Att model .,method,0,268,17,0,16
machine-translation,3,"For the ensemble models of Deep - Att , the BLEU score rises to 40.4 .",method,0,269,18,0,16
machine-translation,3,"In the last two lines , we list the conventional SMT model and the previous best neural models based system Enc - Dec for comparison .",method,0,270,19,0,26
machine-translation,3,We find our best score outperforms the previous best score by nearly 3 points .,method,0,271,20,0,15
machine-translation,3,analysis,method,0,272,21,0,1
machine-translation,3,length,method,0,273,22,0,1
machine-translation,3,"On the English - to - French task , we analyze the effect of the source sentence length on our models as shown in .",method,0,274,23,0,25
machine-translation,3,"Here we show five curves : our Deep - Att single model , our Deep - Att ensemble model , our Deep - ED model , a previously proposed Enc - Dec model with four layers and an SMT model .",method,0,275,24,0,41
machine-translation,3,We find our Deep - Att model works better than the previous two models ( Enc - Dec and SMT ) on nearly all sentence lengths .,method,0,276,25,0,27
machine-translation,3,"It is also shown that for very long sequences with length over 70 words , the performance of our Deep - Att does not degrade , when compared to another NMT model Enc - Dec.",method,0,277,26,0,35
machine-translation,3,"Our Deep - ED also has much better performance than the shallow Enc - Dec model on nearly all lengths , although for long sequences it degrades and starts to fall behind Deep - Att .",method,0,278,27,0,36
machine-translation,3,unknown words,method,0,279,28,0,2
machine-translation,3,Next we look into the detail of the effect of unknown words on the English - to - French task .,method,0,280,29,0,21
machine-translation,3,We select the subset without unknown words on target sentences from the original test set .,method,0,281,30,0,16
machine-translation,3,There are 1705 such sentences ( 56.8 % ) .,method,0,282,31,0,10
machine-translation,3,We compute the BLEU scores on this subset and the results are shown in Tab .,method,0,283,32,0,16
machine-translation,3,9 . We also list the results from SMT model the score 37.7 on the full test set .,method,0,284,33,0,19
machine-translation,3,"On this subset , the SMT model achieves 37.5 , which is similar to its score 37.0 on the full test set .",method,0,285,34,0,23
machine-translation,3,This suggests that the difficulty on this subset is not much different from that on the full set .,method,0,286,35,0,19
machine-translation,3,We therefore attribute the larger gap for Deep - att to the existence of unknown words .,method,0,287,36,0,17
machine-translation,3,We also compute the BLEU score on the subset of the ensemble model and obtain 41.4 .,method,0,288,37,0,17
machine-translation,3,"As a reference related to human performance , in , it has been tested that the BLEU score of oracle re-scoring the LIUM 1000 - best results is 45 .",method,0,289,38,0,30
machine-translation,3,over-fitting,method,0,290,39,0,1
machine-translation,3,"Deep models have more parameters , and thus have a stronger ability to fit the large data set .",method,0,291,40,0,19
machine-translation,3,"However , our experimental results suggest that deep models are less prone to the problem of over-fitting .",method,0,292,41,0,18
machine-translation,3,"In , we show three results from models with a different depth on the English - to - French task .",method,0,293,42,0,21
machine-translation,3,"These three models are evaluated by token error rate , which is defined as the ratio of incorrectly predicted words in the whole target sequence with correct historical input .",method,0,294,43,0,30
machine-translation,3,The curve with square marks corresponds to Deep - Att with n e = 9 and n d = 7 .,method,0,295,44,0,21
machine-translation,3,The curve with circle marks corresponds ton e = 5 and n d = 3 .,method,0,296,45,0,16
machine-translation,3,The curve with triangle marks corresponds ton e = 1 and n d = 1 .,method,0,297,46,0,16
machine-translation,3,We find that the deep model has better performance on the test set when the token error rate is the same as that of the shallow models on the training set .,method,0,298,47,0,32
machine-translation,3,"This shows that , with decreased token error rate , the deep model is more advantageous in avoiding the over - fitting phenomenon .",method,0,299,48,0,24
machine-translation,3,"We only plot the early training stage curves because , during the late training stage , the curves are not smooth .",method,0,300,49,0,22
machine-translation,3,conclusion,method,0,301,50,0,1
machine-translation,3,"With the introduction of fast - forward connections to the deep LSTM network , we build a fast path with neither non-linear transformations nor recurrent computation to propagate the gradients from the top to the deep bottom .",method,0,302,51,0,38
machine-translation,3,"On this path , gradients decay much slower compared to the standard deep network .",method,0,303,52,0,15
machine-translation,3,This enables us to build the deep topology of NMT models .,method,0,304,53,0,12
machine-translation,3,We trained NMT models with depth of 16 including 25 LSTM layers and evaluated them mainly on the WMT ' 14 English - to - French translation task .,method,0,305,54,0,29
machine-translation,3,This is the deepest topology that has been investigated in the NMT are a on this task .,method,0,306,55,0,18
machine-translation,3,"We showed that our Deep - Att exhibits 6.2 BLEU points improvement over the previous best single model , achieving a 37.7 BLEU score .",method,0,307,56,0,25
machine-translation,3,This single end - toend NMT model outperforms the best conventional SMT system and achieves a state - of - the - art performance .,method,0,308,57,0,25
machine-translation,3,"After utilizing unknown word processing and model ensemble of three models , we obtained a BLEU score of 40.4 , an improvement of 2.9 BLEU points over the previous best result .",method,0,309,58,0,32
machine-translation,3,"When evaluated on the subset of the test corpus without unknown words , our model achieves 41.4 .",method,0,310,59,0,18
machine-translation,3,Our model is also validated on the more difficult English - to - German task .,method,0,311,60,0,16
machine-translation,3,Our model is also efficient in sequence generation .,method,0,312,61,0,9
machine-translation,3,"The best results from both a single model and model ensemble are obtained with a beam size of 3 , much smaller than previous NMT systems where beam size is about 12",method,0,313,62,0,32
machine-translation,0,Learning Phrase Representations using RNN Encoder - Decoder for Statistical Machine Translation,title,1,2,1,0,12
machine-translation,0,abstract,abstract,0,3,1,0,1
machine-translation,0,"In this paper , we propose a novel neural network model called RNN Encoder - Decoder that consists of two recurrent neural networks ( RNN ) .",abstract,0,4,2,0,27
machine-translation,0,"One RNN encodes a sequence of symbols into a fixedlength vector representation , and the other decodes the representation into another sequence of symbols .",abstract,0,5,3,0,25
machine-translation,0,The encoder and decoder of the proposed model are jointly trained to maximize the conditional probability of a target sequence given a source sequence .,abstract,0,6,4,0,25
machine-translation,0,The performance of a statistical machine translation system is empirically found to improve by using the conditional probabilities of phrase pairs computed by the RNN Encoder - Decoder as an additional feature in the existing log - linear model .,abstract,0,7,5,0,40
machine-translation,0,"Qualitatively , we show that the proposed model learns a semantically and syntactically meaningful representation of linguistic phrases .",abstract,0,8,6,0,19
machine-translation,0,introduction,introduction,0,9,1,0,1
machine-translation,0,"Deep neural networks have shown great success in various applications such as objection recognition ( see , e.g. , ) and speech recognition ( see , e.g. , ) .",introduction,0,10,2,0,30
machine-translation,0,"Furthermore , many recent works showed that neural networks can be successfully used in a number of tasks in natural language processing ( NLP ) .",introduction,0,11,3,0,26
machine-translation,0,"These include , but are not limited to , language modeling , paraphrase detection and word embedding extraction .",introduction,0,12,4,0,19
machine-translation,0,"In the field of statistical machine translation ( SMT ) , deep neural networks have begun to show promising results .",introduction,0,13,5,0,21
machine-translation,0,summarizes a successful usage of feedforward neural networks in the framework of phrase - based SMT system .,introduction,0,14,6,0,18
machine-translation,0,"Along this line of research on using neural networks for SMT , this paper focuses on a novel neural network architecture that can be used as apart of the conventional phrase - based SMT system .",introduction,1,15,7,0,36
machine-translation,0,"The proposed neural network architecture , which we will refer to as an RNN Encoder - Decoder , consists of two recurrent neural networks ( RNN ) that act as an encoder and a decoder pair .",introduction,1,16,8,0,37
machine-translation,0,"The encoder maps a variable - length source sequence to a fixed - length vector , and the decoder maps the vector representation back to a variable - length target sequence .",introduction,1,17,9,0,32
machine-translation,0,The two networks are trained jointly to maximize the conditional probability of the target sequence given a source sequence .,introduction,1,18,10,0,20
machine-translation,0,"Additionally , we propose to use a rather sophisticated hidden unit in order to improve both the memory capacity and the ease of training .",introduction,1,19,11,0,25
machine-translation,0,The proposed RNN Encoder - Decoder with a novel hidden unit is empirically evaluated on the task of translating from English to French .,introduction,0,20,12,0,24
machine-translation,0,We train the model to learn the translation probability of an English phrase to a corresponding French phrase .,introduction,0,21,13,0,19
machine-translation,0,The model is then used as apart of a standard phrase - based SMT system by scoring each phrase pair in the phrase table .,introduction,0,22,14,0,25
machine-translation,0,The empirical evaluation reveals that this approach of scoring phrase pairs with an RNN Encoder - Decoder improves the translation performance .,introduction,0,23,15,0,22
machine-translation,0,We qualitatively analyze the trained RNN Encoder - Decoder by comparing its phrase scores with those given by the existing translation model .,introduction,0,24,16,0,23
machine-translation,0,"The qualitative analysis shows that the RNN Encoder - Decoder is better at capturing the linguistic regularities in the phrase table , indirectly explaining the quantitative improvements in the over all translation performance .",introduction,0,25,17,0,34
machine-translation,0,The further analysis of the model reveals that the RNN Encoder - Decoder learns a continuous space representation of a phrase that preserves both the semantic and syntactic structure of the phrase .,introduction,0,26,18,0,33
machine-translation,0,"A recurrent neural network ( RNN ) is a neural network that consists of a hidden state hand an optional output y which operates on a variablelength sequence x = ( x 1 , . . . , x T ) .",introduction,0,27,19,0,42
machine-translation,0,"At each time step t , the hidden state ht of the RNN is updated by",introduction,0,28,20,0,16
machine-translation,0,where f is a non-linear activation function .,introduction,0,29,21,0,8
machine-translation,0,f maybe as simple as an elementwise logistic sigmoid function and as complex as along short - term memory ( LSTM ) unit ) .,introduction,0,30,22,0,25
machine-translation,0,An RNN can learn a probability distribution over a sequence by being trained to predict the next symbol in a sequence .,introduction,0,31,23,0,22
machine-translation,0,"In that case , the output at each timestep t is the conditional distribution p ( x t | x t?1 , . . . , x 1 ) .",introduction,0,32,24,0,30
machine-translation,0,"For example , a multinomial distribution ( 1 - of - K coding ) can be output using a softmax activation function",introduction,0,33,25,0,22
machine-translation,0,"for all possible symbols j = 1 , . . . , K , where w j are the rows of a weight matrix W. By combining these probabilities , we can compute the probability of the sequence x using",introduction,0,34,26,0,40
machine-translation,0,"From this learned distribution , it is straightforward to sample a new sequence by iteratively sampling a symbol at each time step .",introduction,0,35,27,0,23
machine-translation,0,rnn encoder - decoder,introduction,0,36,28,0,4
machine-translation,0,The RNN Encoder - Decoder used in the experiment had 1000 hidden units with the proposed gates at the encoder and at the decoder .,introduction,0,37,29,0,25
machine-translation,0,"The input matrix between each input symbol x t and the hidden unit is approximated with two lower - rank matrices , and the output matrix is approximated similarly .",introduction,0,38,30,0,30
machine-translation,0,"We used rank - 100 matrices , equivalent to learning an embedding of dimension 100 for each word .",introduction,0,39,31,0,19
machine-translation,0,The activation function used forh in Eq. ( 8 ) is a hyperbolic tangent function .,introduction,0,40,32,0,16
machine-translation,0,"The computation from the hidden state in the decoder to the output is implemented as a deep neural network ( Pascanu et al. , 2014 ) with a single intermediate layer having 500 maxout units each pooling 2 inputs .",introduction,0,41,33,1,40
machine-translation,0,"All the weight parameters in the RNN Encoder - Decoder were initialized by sampling from an isotropic zero-mean ( white ) Gaussian distribution with its standard deviation fixed to 0.01 , except for the recurrent weight parameters .",introduction,0,42,34,0,38
machine-translation,0,"For the recurrent weight matrices , we first sampled from a white Gaussian distribution and used its left singular vectors matrix , following .",introduction,0,43,35,0,24
machine-translation,0,"We used Adadelta and stochastic gradient descent to train the RNN Encoder - Decoder with hyperparameters = 10 ?6 and ? = 0.95 ( Zeiler , 2012 ) .",introduction,0,44,36,1,29
machine-translation,0,"At each update , we used 64 randomly selected phrase pairs from a phrase table ( which was created from 348 M words ) .",introduction,0,45,37,0,25
machine-translation,0,The model was trained for approximately three days .,introduction,0,46,38,0,9
machine-translation,0,Details of the architecture used in the experiments are explained in more depth in the supplementary material .,introduction,0,47,39,0,18
machine-translation,0,Hidden Unit that Adaptively Remembers and Forgets,introduction,0,48,40,0,7
machine-translation,0,"In addition to a novel model architecture , we also propose a new type of hidden unit ( f in Eq .",introduction,0,49,41,0,22
machine-translation,0,( 1 ) ) that has been motivated by the LSTM unit but is much simpler to compute and implement .,introduction,0,50,42,0,21
machine-translation,0,1 shows the graphical depiction of the proposed hidden unit .,introduction,0,51,43,0,11
machine-translation,0,Let us describe how the activation of the j - th hidden unit is computed .,introduction,0,52,44,0,16
machine-translation,0,"First , the reset gate r j is computed by",introduction,0,53,45,0,10
machine-translation,0,where ?,introduction,0,54,46,0,2
machine-translation,0,"is the logistic sigmoid function , and [. ] j denotes the j - th element of a vector .",introduction,0,55,47,0,20
machine-translation,0,"x and h t?1 are the input and the previous hidden state , respectively .",introduction,0,56,48,0,15
machine-translation,0,W rand Ur are weight matrices which are learned .,introduction,0,57,49,0,10
machine-translation,0,"Similarly , the update gate z j is computed by",introduction,0,58,50,0,10
machine-translation,0,The actual activation of the proposed unit h j is then computed by,introduction,0,59,51,0,13
machine-translation,0,wher ?,introduction,0,60,52,0,2
machine-translation,0,h,introduction,0,61,53,0,1
machine-translation,0,"In this formulation , when the reset gate is close to 0 , the hidden state is forced to ignore the previous hidden state and reset with the current input only .",introduction,0,62,54,0,32
machine-translation,0,"This effectively allows the hidden state to drop any information that is found to be irrelevant later in the future , thus , allowing a more compact representation .",introduction,0,63,55,0,29
machine-translation,0,"On the other hand , the update gate controls how much information from the previous hidden state will carryover to the current hidden state .",introduction,0,64,56,0,25
machine-translation,0,This acts similarly to the memory cell in the LSTM network and helps the RNN to remember longterm information .,introduction,0,65,57,0,20
machine-translation,0,"Furthermore , this maybe considered an adaptive variant of a leaky - integration unit .",introduction,0,66,58,0,15
machine-translation,0,"As each hidden unit has separate reset and update gates , each hidden unit will learn to capture dependencies over different time scales .",introduction,0,67,59,0,24
machine-translation,0,"Those units that learn to capture short - term dependencies will tend to have reset gates thatare frequently active , but those that capture longer - term dependencies will have update gates thatare mostly active .",introduction,0,68,60,0,36
machine-translation,0,"In our preliminary experiments , we found that it is crucial to use this new unit with gating units .",introduction,0,69,61,0,20
machine-translation,0,We were notable to get meaningful result with an oft - used tanh unit without any gating .,introduction,0,70,62,0,18
machine-translation,0,statistical machine translation,introduction,0,71,63,0,3
machine-translation,0,"In a commonly used statistical machine translation system ( SMT ) , the goal of the system ( decoder , specifically ) is to find a translation f given a source sentence e , which maximizes",introduction,0,72,64,0,36
machine-translation,0,"where the first term at the right hand side is called translation model and the latter language model ( see , e.g. , ) .",introduction,0,73,65,0,25
machine-translation,0,"In practice , however , most SMT systems model log p ( f | e ) as a loglinear model with additional features and corre - sponding weights : where f n and w n are the n - th feature and weight , respectively .",introduction,0,74,66,0,46
machine-translation,0,Z ( e ) is a normalization constant that does not depend on the weights .,introduction,0,75,67,0,16
machine-translation,0,The weights are often optimized to maximize the BLEU score on a development set .,introduction,0,76,68,0,15
machine-translation,0,"In the phrase - based SMT framework introduced in and , the translation model log p ( e | f ) is factorized into the translation probabilities of matching phrases in the source and target sentences .",introduction,0,77,69,0,37
machine-translation,0,2,introduction,0,78,70,0,1
machine-translation,0,These probabilities are once again considered additional features in the log - linear model ( see Eq. ) and are weighted accordingly to maximize the BLEU score .,introduction,0,79,71,0,28
machine-translation,0,"Since the neural net language model was proposed in , neural networks have been used widely in SMT systems .",introduction,0,80,72,0,20
